ListingID,Neighbourhood,Walking time (mins),rank
69074,Central & Western,17.6,46.0
103760,Central & Western,11.2,14.0
132773,Central & Western,23.6,76.0
133390,Central & Western,10.8,12.0
163214,Central & Western,14.4,30.0
163664,Central & Western,19.2,54.0
163742,Central & Western,20.2,59.0
248140,Central & Western,15.8,37.0
251992,Central & Western,17.6,46.0
263081,Central & Western,22.4,70.0
277437,Central & Western,45.2,174.0
284141,Central & Western,17.8,47.0
290161,Central & Western,14.6,31.0
306515,Central & Western,13.0,23.0
405722,Central & Western,19.0,53.0
442781,Central & Western,38.0,146.0
446810,Central & Western,47.8,186.0
463214,Central & Western,26.2,89.0
481671,Central & Western,15.8,37.0
505456,Central & Western,21.0,63.0
534106,Central & Western,31.6,116.0
545658,Central & Western,47.8,186.0
548840,Central & Western,30.0,108.0
554138,Central & Western,22.2,69.0
622020,Central & Western,22.2,69.0
669310,Central & Western,14.8,32.0
744230,Central & Western,15.6,36.0
782604,Central & Western,45.0,173.0
792974,Central & Western,19.8,57.0
803701,Central & Western,17.4,45.0
811505,Central & Western,23.6,76.0
846482,Central & Western,30.2,109.0
865757,Central & Western,14.6,31.0
895382,Central & Western,16.2,39.0
944283,Central & Western,13.2,24.0
956857,Central & Western,13.2,24.0
957513,Central & Western,23.2,74.0
992390,Central & Western,14.0,28.0
999123,Central & Western,12.0,18.0
1019390,Central & Western,16.8,42.0
1108132,Central & Western,15.6,36.0
1127705,Central & Western,26.8,92.0
1127954,Central & Western,16.8,42.0
1149076,Central & Western,16.6,41.0
1226450,Central & Western,20.4,60.0
1317574,Central & Western,11.0,13.0
1317577,Central & Western,14.8,32.0
1345297,Central & Western,17.2,44.0
1534018,Central & Western,35.0,131.0
1564248,Central & Western,16.2,39.0
1622894,Central & Western,22.6,71.0
1623311,Central & Western,15.6,36.0
1708543,Central & Western,13.2,24.0
1756864,Central & Western,21.0,63.0
1756896,Central & Western,19.0,53.0
1800060,Central & Western,11.2,14.0
1812168,Central & Western,18.6,51.0
1852730,Central & Western,20.4,60.0
1896903,Central & Western,46.8,181.0
1910291,Central & Western,13.6,26.0
1922220,Central & Western,14.0,28.0
1925530,Central & Western,19.2,54.0
1932513,Central & Western,13.0,23.0
1934882,Central & Western,40.8,156.0
1937332,Central & Western,32.8,122.0
1980699,Central & Western,22.6,71.0
2002611,Central & Western,44.0,170.0
2019027,Central & Western,30.2,109.0
2034064,Central & Western,11.6,16.0
2039410,Central & Western,19.4,55.0
2047709,Central & Western,15.4,35.0
2098808,Central & Western,20.4,60.0
2099444,Central & Western,27.6,96.0
2140411,Central & Western,24.4,80.0
2147648,Central & Western,18.8,52.0
2184084,Central & Western,40.4,155.0
2189567,Central & Western,20.4,60.0
2190412,Central & Western,19.6,56.0
2213514,Central & Western,24.0,78.0
2228863,Central & Western,16.6,41.0
2234990,Central & Western,33.8,127.0
2269506,Central & Western,14.2,29.0
2316236,Central & Western,14.0,28.0
2357436,Central & Western,22.2,69.0
2393133,Central & Western,33.8,127.0
2401875,Central & Western,14.8,32.0
2442588,Central & Western,26.2,89.0
2522202,Central & Western,31.2,114.0
2529065,Central & Western,38.4,148.0
2553749,Central & Western,44.0,170.0
2601928,Central & Western,20.6,61.0
2654019,Central & Western,14.8,32.0
2657448,Central & Western,13.0,23.0
2674870,Central & Western,17.8,47.0
2682365,Central & Western,16.0,38.0
2714547,Central & Western,32.4,120.0
2740199,Central & Western,45.8,176.0
2774853,Central & Western,50.8,200.0
2856944,Central & Western,23.0,73.0
2920973,Central & Western,46.0,177.0
2927746,Central & Western,13.4,25.0
2942712,Central & Western,21.2,64.0
3002319,Central & Western,21.6,66.0
3061507,Central & Western,13.0,23.0
3069740,Central & Western,30.8,112.0
3069823,Central & Western,32.8,122.0
3069856,Central & Western,33.8,127.0
3069865,Central & Western,33.8,127.0
3071178,Central & Western,19.6,56.0
3140677,Central & Western,18.0,48.0
3200881,Central & Western,19.6,56.0
3202726,Central & Western,14.2,29.0
3202861,Central & Western,20.4,60.0
3251047,Central & Western,19.2,54.0
3285845,Central & Western,26.2,89.0
3312954,Central & Western,19.2,54.0
3312989,Central & Western,16.8,42.0
3358434,Central & Western,21.6,66.0
3384871,Central & Western,44.0,170.0
3712802,Central & Western,14.0,28.0
3731850,Central & Western,21.4,65.0
3853127,Central & Western,23.4,75.0
3901962,Central & Western,26.8,92.0
3921847,Central & Western,30.4,110.0
3933308,Central & Western,21.6,66.0
3972118,Central & Western,17.2,44.0
3994506,Central & Western,22.8,72.0
4041673,Central & Western,12.6,21.0
4072666,Central & Western,22.0,68.0
4078286,Central & Western,20.8,62.0
4085605,Central & Western,16.4,40.0
4090138,Central & Western,19.0,53.0
4107028,Central & Western,16.8,42.0
4107870,Central & Western,50.6,199.0
4121380,Central & Western,20.2,59.0
4130509,Central & Western,28.2,99.0
4191482,Central & Western,15.0,33.0
4194976,Central & Western,17.8,47.0
4229985,Central & Western,10.4,10.0
4297195,Central & Western,21.4,65.0
4325172,Central & Western,16.0,38.0
4326010,Central & Western,17.2,44.0
4372254,Central & Western,18.6,51.0
4404702,Central & Western,12.8,22.0
4440634,Central & Western,18.4,50.0
4488539,Central & Western,20.6,61.0
4490633,Central & Western,16.4,40.0
4505441,Central & Western,14.8,32.0
4520543,Central & Western,11.4,15.0
4576534,Central & Western,27.0,93.0
4584329,Central & Western,21.2,64.0
4617093,Central & Western,19.4,55.0
4620150,Central & Western,23.2,74.0
4640143,Central & Western,24.8,82.0
4645930,Central & Western,20.2,59.0
4657285,Central & Western,19.0,53.0
4658306,Central & Western,18.4,50.0
4672951,Central & Western,26.2,89.0
4681302,Central & Western,31.0,113.0
4681384,Central & Western,22.2,69.0
4690662,Central & Western,17.8,47.0
4695920,Central & Western,11.4,15.0
4703563,Central & Western,27.2,94.0
4721045,Central & Western,30.8,112.0
4730498,Central & Western,37.0,141.0
4763109,Central & Western,17.8,47.0
4768153,Central & Western,29.0,103.0
4787497,Central & Western,33.6,126.0
4795980,Central & Western,16.4,40.0
4804670,Central & Western,15.8,37.0
4811266,Central & Western,21.0,63.0
4818085,Central & Western,19.4,55.0
4818606,Central & Western,52.8,206.0
4833511,Central & Western,18.8,52.0
4842286,Central & Western,33.4,125.0
4849950,Central & Western,19.6,56.0
4849977,Central & Western,18.2,49.0
4856330,Central & Western,20.0,58.0
4914155,Central & Western,14.0,28.0
4945547,Central & Western,19.2,54.0
4962247,Central & Western,25.6,86.0
5042965,Central & Western,19.2,54.0
5060138,Central & Western,14.2,29.0
5110764,Central & Western,29.2,104.0
5111113,Central & Western,26.8,92.0
5154282,Central & Western,29.0,103.0
5179208,Central & Western,10.0,8.0
5187579,Central & Western,17.6,46.0
5195421,Central & Western,33.6,126.0
5198948,Central & Western,28.6,101.0
5222986,Central & Western,16.4,40.0
5245884,Central & Western,48.8,191.0
5255754,Central & Western,16.8,42.0
5256655,Central & Western,19.0,53.0
5262651,Central & Western,21.6,66.0
5262951,Central & Western,20.0,58.0
5263021,Central & Western,19.0,53.0
5271955,Central & Western,15.4,35.0
5275468,Central & Western,30.8,112.0
5459662,Central & Western,15.4,35.0
5491259,Central & Western,13.8,27.0
5492079,Central & Western,43.2,166.0
5526019,Central & Western,18.4,50.0
5554486,Central & Western,13.4,25.0
5563224,Central & Western,22.2,69.0
5569350,Central & Western,16.4,40.0
5582714,Central & Western,30.8,112.0
5615753,Central & Western,21.0,63.0
5686112,Central & Western,15.2,34.0
5697301,Central & Western,29.2,104.0
5704313,Central & Western,15.8,37.0
5712609,Central & Western,32.4,120.0
5740954,Central & Western,18.0,48.0
5762139,Central & Western,19.8,57.0
5769427,Central & Western,12.8,22.0
5786214,Central & Western,55.2,212.0
5815736,Central & Western,23.4,75.0
5925440,Central & Western,23.0,73.0
5964773,Central & Western,23.4,75.0
5980807,Central & Western,20.0,58.0
6069665,Central & Western,16.6,41.0
6080522,Central & Western,23.8,77.0
6100781,Central & Western,23.0,73.0
6107514,Central & Western,14.4,30.0
6121741,Central & Western,31.0,113.0
6136095,Central & Western,16.8,42.0
6146597,Central & Western,39.0,151.0
6190838,Central & Western,33.6,126.0
6232403,Central & Western,13.8,27.0
6238927,Central & Western,51.0,201.0
6273347,Central & Western,18.4,50.0
6305443,Central & Western,24.6,81.0
6310768,Central & Western,15.6,36.0
6316879,Central & Western,30.6,111.0
6317832,Central & Western,17.2,44.0
6318919,Central & Western,20.8,62.0
6338330,Central & Western,26.6,91.0
6342489,Central & Western,20.0,58.0
6404400,Central & Western,18.6,51.0
6404466,Central & Western,22.2,69.0
6412035,Central & Western,15.0,33.0
6418373,Central & Western,22.4,70.0
6433015,Central & Western,17.2,44.0
6490934,Central & Western,16.8,42.0
6496401,Central & Western,20.2,59.0
6498837,Central & Western,48.0,187.0
6507898,Central & Western,16.0,38.0
6508088,Central & Western,15.6,36.0
6511401,Central & Western,24.2,79.0
6513692,Central & Western,18.6,51.0
6544713,Central & Western,22.6,71.0
6546299,Central & Western,16.4,40.0
6609516,Central & Western,15.8,37.0
6652744,Central & Western,16.6,41.0
6663867,Central & Western,21.6,66.0
6674613,Central & Western,15.2,34.0
6679293,Central & Western,39.4,153.0
6686114,Central & Western,54.4,210.0
6731886,Central & Western,49.4,194.0
6738458,Central & Western,22.4,70.0
6750265,Central & Western,53.4,207.0
6777051,Central & Western,19.2,54.0
6783996,Central & Western,17.8,47.0
6801243,Central & Western,50.6,199.0
6840004,Central & Western,45.6,175.0
6855185,Central & Western,14.4,30.0
6925961,Central & Western,17.4,45.0
6930890,Central & Western,33.2,124.0
6942653,Central & Western,17.4,45.0
6943482,Central & Western,13.0,23.0
6943921,Central & Western,13.6,26.0
6959663,Central & Western,28.8,102.0
6966538,Central & Western,19.8,57.0
6981470,Central & Western,11.6,16.0
6986272,Central & Western,17.4,45.0
6988384,Central & Western,14.6,31.0
7027204,Central & Western,28.6,101.0
7028846,Central & Western,26.6,91.0
7094585,Central & Western,16.0,38.0
7116317,Central & Western,16.8,42.0
7141480,Central & Western,18.6,51.0
7142866,Central & Western,25.6,86.0
7143094,Central & Western,27.0,93.0
7143198,Central & Western,27.0,93.0
7147584,Central & Western,17.2,44.0
7153314,Central & Western,37.4,143.0
7208458,Central & Western,19.4,55.0
7229087,Central & Western,14.8,32.0
7242433,Central & Western,23.2,74.0
7265155,Central & Western,23.0,73.0
7281373,Central & Western,29.0,103.0
7309973,Central & Western,15.2,34.0
7311170,Central & Western,22.0,68.0
7331985,Central & Western,28.6,101.0
7337399,Central & Western,17.4,45.0
7340303,Central & Western,34.6,129.0
7359179,Central & Western,15.4,35.0
7387965,Central & Western,27.2,94.0
7389948,Central & Western,33.0,123.0
7395416,Central & Western,33.8,127.0
7444273,Central & Western,22.4,70.0
7456244,Central & Western,44.8,172.0
7507729,Central & Western,37.2,142.0
7552247,Central & Western,22.2,69.0
7563005,Central & Western,29.8,107.0
7566920,Central & Western,18.6,51.0
7585351,Central & Western,48.0,187.0
7604147,Central & Western,12.8,22.0
7610364,Central & Western,16.8,42.0
7638177,Central & Western,22.0,68.0
7674190,Central & Western,15.2,34.0
7701404,Central & Western,32.6,121.0
7718086,Central & Western,32.4,120.0
7725617,Central & Western,18.6,51.0
7749442,Central & Western,10.8,12.0
7778058,Central & Western,17.6,46.0
7811326,Central & Western,20.0,58.0
7812445,Central & Western,35.0,131.0
7863871,Central & Western,21.6,66.0
7887271,Central & Western,97.0,224.0
7903745,Central & Western,33.8,127.0
7920793,Central & Western,16.0,38.0
7958196,Central & Western,51.0,201.0
7965617,Central & Western,14.2,29.0
7979236,Central & Western,20.6,61.0
7989052,Central & Western,31.6,116.0
8044226,Central & Western,20.4,60.0
8055191,Central & Western,19.8,57.0
8063990,Central & Western,31.0,113.0
8091977,Central & Western,26.8,92.0
8096925,Central & Western,17.4,45.0
8163687,Central & Western,15.4,35.0
8188812,Central & Western,12.0,18.0
8276872,Central & Western,17.6,46.0
8277569,Central & Western,13.8,27.0
8298094,Central & Western,34.8,130.0
8335667,Central & Western,22.8,72.0
8357573,Central & Western,22.4,70.0
8358109,Central & Western,33.0,123.0
8361129,Central & Western,27.8,97.0
8398193,Central & Western,20.6,61.0
8412833,Central & Western,14.0,28.0
8475606,Central & Western,19.4,55.0
8506914,Central & Western,15.2,34.0
8617259,Central & Western,16.6,41.0
8634047,Central & Western,29.4,105.0
8635905,Central & Western,27.8,97.0
8672703,Central & Western,21.0,63.0
8690932,Central & Western,19.2,54.0
8712828,Central & Western,19.6,56.0
8720621,Central & Western,31.4,115.0
8745164,Central & Western,25.8,87.0
8745557,Central & Western,27.8,97.0
8775303,Central & Western,16.6,41.0
8785433,Central & Western,17.6,46.0
8838127,Central & Western,43.4,167.0
8849713,Central & Western,15.8,37.0
8867570,Central & Western,21.6,66.0
8877086,Central & Western,18.6,51.0
8942733,Central & Western,19.6,56.0
8958341,Central & Western,29.8,107.0
8962207,Central & Western,39.0,151.0
8973334,Central & Western,24.2,79.0
8975844,Central & Western,15.8,37.0
9005937,Central & Western,21.2,64.0
9012876,Central & Western,22.6,71.0
9033899,Central & Western,57.2,219.0
9096444,Central & Western,19.6,56.0
9097272,Central & Western,16.0,38.0
9102029,Central & Western,13.8,27.0
9118090,Central & Western,19.6,56.0
9140689,Central & Western,29.4,105.0
9146556,Central & Western,23.2,74.0
9208083,Central & Western,30.2,109.0
9208184,Central & Western,16.2,39.0
9249474,Central & Western,28.4,100.0
9263270,Central & Western,18.2,49.0
9290560,Central & Western,16.2,39.0
9302663,Central & Western,26.2,89.0
9317791,Central & Western,10.6,11.0
9323738,Central & Western,47.0,182.0
9358335,Central & Western,41.8,160.0
9381409,Central & Western,46.0,177.0
9395234,Central & Western,16.6,41.0
9415747,Central & Western,15.8,37.0
9436950,Central & Western,20.6,61.0
9455935,Central & Western,14.2,29.0
9467453,Central & Western,47.8,186.0
9468879,Central & Western,17.0,43.0
9469362,Central & Western,12.8,22.0
9496869,Central & Western,19.6,56.0
9502283,Central & Western,22.2,69.0
9515577,Central & Western,29.6,106.0
9532708,Central & Western,35.8,135.0
9597254,Central & Western,34.4,128.0
9615930,Central & Western,21.6,66.0
9617819,Central & Western,36.8,140.0
9618672,Central & Western,11.2,14.0
9642460,Central & Western,27.2,94.0
9657100,Central & Western,18.0,48.0
9667889,Central & Western,14.8,32.0
9687054,Central & Western,38.8,150.0
9689154,Central & Western,17.4,45.0
9698778,Central & Western,58.8,222.0
9698826,Central & Western,15.8,37.0
9699945,Central & Western,25.8,87.0
9703906,Central & Western,13.0,23.0
9715649,Central & Western,11.4,15.0
9722845,Central & Western,14.8,32.0
9759352,Central & Western,15.2,34.0
9765573,Central & Western,14.6,31.0
9787812,Central & Western,23.8,77.0
9804054,Central & Western,24.0,78.0
9830365,Central & Western,26.8,92.0
9855435,Central & Western,14.6,31.0
9867733,Central & Western,18.6,51.0
9868223,Central & Western,34.8,130.0
9868379,Central & Western,14.4,30.0
9891068,Central & Western,48.0,187.0
9896698,Central & Western,32.6,121.0
9906388,Central & Western,23.6,76.0
9919674,Central & Western,20.0,58.0
9928768,Central & Western,23.2,74.0
9960706,Central & Western,17.4,45.0
9977800,Central & Western,15.2,34.0
9982035,Central & Western,14.2,29.0
9983700,Central & Western,46.4,179.0
9985042,Central & Western,19.2,54.0
10002239,Central & Western,31.4,115.0
10040833,Central & Western,32.8,122.0
10042965,Central & Western,19.0,53.0
10043298,Central & Western,13.8,27.0
10046207,Central & Western,20.8,62.0
10059872,Central & Western,19.0,53.0
10089639,Central & Western,20.6,61.0
10090512,Central & Western,18.4,50.0
10096290,Central & Western,17.0,43.0
10141950,Central & Western,17.8,47.0
10147301,Central & Western,21.8,67.0
10178002,Central & Western,19.0,53.0
10184602,Central & Western,12.8,22.0
10220683,Central & Western,16.4,40.0
10254561,Central & Western,13.4,25.0
10301571,Central & Western,24.6,81.0
10318447,Central & Western,19.4,55.0
10346432,Central & Western,15.0,33.0
10397517,Central & Western,21.2,64.0
10457996,Central & Western,29.2,104.0
10478033,Central & Western,19.4,55.0
10482717,Central & Western,21.4,65.0
10551165,Central & Western,33.6,126.0
10577037,Central & Western,21.4,65.0
10577183,Central & Western,28.6,101.0
10579215,Central & Western,23.4,75.0
10600299,Central & Western,31.8,117.0
10638819,Central & Western,14.6,31.0
10640339,Central & Western,18.8,52.0
10659534,Central & Western,14.4,30.0
10661303,Central & Western,30.0,108.0
10669048,Central & Western,29.6,106.0
10683736,Central & Western,20.2,59.0
10685466,Central & Western,14.8,32.0
10694795,Central & Western,29.8,107.0
10709880,Central & Western,42.8,164.0
10732461,Central & Western,18.4,50.0
10733776,Central & Western,15.4,35.0
10771195,Central & Western,16.2,39.0
10816768,Central & Western,14.6,31.0
10821860,Central & Western,13.2,24.0
10837461,Central & Western,17.0,43.0
10838834,Central & Western,22.0,68.0
10840938,Central & Western,15.4,35.0
10865355,Central & Western,48.0,187.0
10919302,Central & Western,56.8,218.0
10958906,Central & Western,27.0,93.0
10959007,Central & Western,30.2,109.0
10970512,Central & Western,19.6,56.0
10999135,Central & Western,23.2,74.0
11000056,Central & Western,15.4,35.0
11046496,Central & Western,14.0,28.0
11073670,Central & Western,20.0,58.0
11131970,Central & Western,37.4,143.0
11189939,Central & Western,31.8,117.0
11194211,Central & Western,23.0,73.0
11228316,Central & Western,25.0,83.0
11236287,Central & Western,20.8,62.0
11247420,Central & Western,17.2,44.0
11247729,Central & Western,22.4,70.0
11265285,Central & Western,22.4,70.0
11265853,Central & Western,44.6,171.0
11272570,Central & Western,23.0,73.0
11289256,Central & Western,20.2,59.0
11305966,Central & Western,27.0,93.0
11420805,Central & Western,18.2,49.0
11428146,Central & Western,20.6,61.0
11430348,Central & Western,19.0,53.0
11461660,Central & Western,21.8,67.0
11464986,Central & Western,48.0,187.0
11466758,Central & Western,32.8,122.0
11482582,Central & Western,27.4,95.0
11539787,Central & Western,11.8,17.0
11541540,Central & Western,20.8,62.0
11575165,Central & Western,10.2,9.0
11578827,Central & Western,42.0,161.0
11581565,Central & Western,14.6,31.0
11596468,Central & Western,31.0,113.0
11616891,Central & Western,19.0,53.0
11626434,Central & Western,31.2,114.0
11626488,Central & Western,14.2,29.0
11627561,Central & Western,43.6,168.0
11627783,Central & Western,19.8,57.0
11642012,Central & Western,21.2,64.0
11643427,Central & Western,14.0,28.0
11648616,Central & Western,18.6,51.0
11667313,Central & Western,39.4,153.0
11667700,Central & Western,19.4,55.0
11681482,Central & Western,17.0,43.0
11688660,Central & Western,17.2,44.0
11690407,Central & Western,28.8,102.0
11724166,Central & Western,35.6,134.0
11776930,Central & Western,21.8,67.0
11779206,Central & Western,18.8,52.0
11784355,Central & Western,27.0,93.0
11801329,Central & Western,28.2,99.0
11814983,Central & Western,23.2,74.0
11871362,Central & Western,49.6,195.0
11881126,Central & Western,23.2,74.0
11903009,Central & Western,27.6,96.0
11950975,Central & Western,12.8,22.0
11972203,Central & Western,18.4,50.0
11974497,Central & Western,31.6,116.0
11994189,Central & Western,29.4,105.0
12044976,Central & Western,18.4,50.0
12075938,Central & Western,17.4,45.0
12081127,Central & Western,29.8,107.0
12193993,Central & Western,24.0,78.0
12199170,Central & Western,29.8,107.0
12220188,Central & Western,22.2,69.0
12255077,Central & Western,47.0,182.0
12456751,Central & Western,38.4,148.0
12473277,Central & Western,29.4,105.0
12496469,Central & Western,15.4,35.0
12498033,Central & Western,21.2,64.0
12500946,Central & Western,33.8,127.0
12508531,Central & Western,14.8,32.0
12522115,Central & Western,31.6,116.0
12550521,Central & Western,16.4,40.0
12551469,Central & Western,45.0,173.0
12574969,Central & Western,19.8,57.0
12595624,Central & Western,46.2,178.0
12637635,Central & Western,16.2,39.0
12663759,Central & Western,19.2,54.0
12684978,Central & Western,15.6,36.0
12685642,Central & Western,14.6,31.0
12771648,Central & Western,33.2,124.0
12787630,Central & Western,21.6,66.0
12836487,Central & Western,18.4,50.0
12837775,Central & Western,53.8,208.0
12840893,Central & Western,31.2,114.0
12857887,Central & Western,14.6,31.0
12860080,Central & Western,16.6,41.0
12884703,Central & Western,19.4,55.0
12907668,Central & Western,36.0,136.0
12919739,Central & Western,32.8,122.0
12923454,Central & Western,21.6,66.0
12938748,Central & Western,17.6,46.0
12973036,Central & Western,13.6,26.0
12973514,Central & Western,19.2,54.0
12974027,Central & Western,16.8,42.0
12974340,Central & Western,15.2,34.0
13008470,Central & Western,27.4,95.0
13033535,Central & Western,18.8,52.0
13065733,Central & Western,15.6,36.0
13065904,Central & Western,30.6,111.0
13093154,Central & Western,13.4,25.0
13174259,Central & Western,18.6,51.0
13178170,Central & Western,16.2,39.0
13210107,Central & Western,21.2,64.0
13226113,Central & Western,19.8,57.0
13230404,Central & Western,29.0,103.0
13233750,Central & Western,47.0,182.0
13242217,Central & Western,17.0,43.0
13242611,Central & Western,21.2,64.0
13307589,Central & Western,40.4,155.0
13324913,Central & Western,18.4,50.0
13334276,Central & Western,16.8,42.0
13348161,Central & Western,50.0,197.0
13351174,Central & Western,16.8,42.0
13365244,Central & Western,32.4,120.0
13365785,Central & Western,19.8,57.0
13366891,Central & Western,16.4,40.0
13367767,Central & Western,14.4,30.0
13380577,Central & Western,11.0,13.0
13382573,Central & Western,30.8,112.0
13384628,Central & Western,16.8,42.0
13405812,Central & Western,12.8,22.0
13437242,Central & Western,18.8,52.0
13451763,Central & Western,16.6,41.0
13466773,Central & Western,20.8,62.0
13468075,Central & Western,29.8,107.0
13472392,Central & Western,22.0,68.0
13499173,Central & Western,15.0,33.0
13504527,Central & Western,38.8,150.0
13505139,Central & Western,27.2,94.0
13536898,Central & Western,39.2,152.0
13552508,Central & Western,17.4,45.0
13554183,Central & Western,23.0,73.0
13557898,Central & Western,14.4,30.0
13591284,Central & Western,14.6,31.0
13591361,Central & Western,26.0,88.0
13592651,Central & Western,27.2,94.0
13595198,Central & Western,14.8,32.0
13606770,Central & Western,30.0,108.0
13624234,Central & Western,28.6,101.0
13626324,Central & Western,20.4,60.0
13659241,Central & Western,14.6,31.0
13659491,Central & Western,17.8,47.0
13665422,Central & Western,22.4,70.0
13675852,Central & Western,13.2,24.0
13688877,Central & Western,29.2,104.0
13689549,Central & Western,33.0,123.0
13694741,Central & Western,28.8,102.0
13697771,Central & Western,16.0,38.0
13717552,Central & Western,16.8,42.0
13751232,Central & Western,11.6,16.0
13789732,Central & Western,18.6,51.0
13824449,Central & Western,16.2,39.0
13832369,Central & Western,19.0,53.0
13832836,Central & Western,41.2,158.0
13867484,Central & Western,22.4,70.0
13868658,Central & Western,14.6,31.0
13889427,Central & Western,17.4,45.0
13901882,Central & Western,49.8,196.0
13929153,Central & Western,17.4,45.0
13948300,Central & Western,13.8,27.0
13952862,Central & Western,30.6,111.0
13966021,Central & Western,20.6,61.0
13966053,Central & Western,15.6,36.0
13967956,Central & Western,20.0,58.0
13970806,Central & Western,18.0,48.0
13970828,Central & Western,22.2,69.0
13981054,Central & Western,28.2,99.0
13999182,Central & Western,20.8,62.0
14016967,Central & Western,18.6,51.0
14018725,Central & Western,38.8,150.0
14032537,Central & Western,27.0,93.0
14062455,Central & Western,19.6,56.0
14063355,Central & Western,32.8,122.0
14063671,Central & Western,16.8,42.0
14114075,Central & Western,22.8,72.0
14114713,Central & Western,16.8,42.0
14192217,Central & Western,23.8,77.0
14194222,Central & Western,12.6,21.0
14222908,Central & Western,16.2,39.0
14223169,Central & Western,23.4,75.0
14224180,Central & Western,44.8,172.0
14297024,Central & Western,32.8,122.0
14309373,Central & Western,26.6,91.0
14323340,Central & Western,21.2,64.0
14391764,Central & Western,16.2,39.0
14441744,Central & Western,45.2,174.0
14558643,Central & Western,30.0,108.0
14575490,Central & Western,23.2,74.0
14642750,Central & Western,13.8,27.0
14656256,Central & Western,16.2,39.0
14682055,Central & Western,41.6,159.0
14748846,Central & Western,45.2,174.0
14751837,Central & Western,12.6,21.0
14777562,Central & Western,19.4,55.0
14798159,Central & Western,21.2,64.0
14810632,Central & Western,18.0,48.0
14819228,Central & Western,16.2,39.0
14826430,Central & Western,12.4,20.0
14831126,Central & Western,13.0,23.0
14847867,Central & Western,14.6,31.0
14887121,Central & Western,33.4,125.0
14918748,Central & Western,56.2,216.0
14924080,Central & Western,25.6,86.0
14956045,Central & Western,33.6,126.0
14961766,Central & Western,20.2,59.0
14962002,Central & Western,35.4,133.0
15009347,Central & Western,26.8,92.0
15026328,Central & Western,20.6,61.0
15026828,Central & Western,28.4,100.0
15043621,Central & Western,26.8,92.0
15088920,Central & Western,13.4,25.0
15101377,Central & Western,25.6,86.0
15116409,Central & Western,24.0,78.0
15124880,Central & Western,18.0,48.0
15133977,Central & Western,19.6,56.0
15139841,Central & Western,30.6,111.0
15142837,Central & Western,16.6,41.0
15149570,Central & Western,15.0,33.0
15182133,Central & Western,18.0,48.0
15223394,Central & Western,18.6,51.0
15225199,Central & Western,13.8,27.0
15249543,Central & Western,28.0,98.0
15257882,Central & Western,21.8,67.0
15265629,Central & Western,29.6,106.0
15272642,Central & Western,18.6,51.0
15275609,Central & Western,32.8,122.0
15289162,Central & Western,27.4,95.0
15289477,Central & Western,23.0,73.0
15289502,Central & Western,30.6,111.0
15296336,Central & Western,45.8,176.0
15303884,Central & Western,27.8,97.0
15304102,Central & Western,20.6,61.0
15339374,Central & Western,35.8,135.0
15346350,Central & Western,28.0,98.0
15350726,Central & Western,13.2,24.0
15362880,Central & Western,35.8,135.0
15398978,Central & Western,8.6,3.0
15423809,Central & Western,31.2,114.0
15453474,Central & Western,44.6,171.0
15456783,Central & Western,12.4,20.0
15459027,Central & Western,15.2,34.0
15514955,Central & Western,11.8,17.0
15537390,Central & Western,12.6,21.0
15542962,Central & Western,22.4,70.0
15557166,Central & Western,14.6,31.0
15574986,Central & Western,13.4,25.0
15605355,Central & Western,14.6,31.0
15606172,Central & Western,22.4,70.0
15657163,Central & Western,48.2,188.0
15667329,Central & Western,17.0,43.0
15698386,Central & Western,15.6,36.0
15721245,Central & Western,19.4,55.0
15743269,Central & Western,21.8,67.0
15757377,Central & Western,20.2,59.0
15774525,Central & Western,15.8,37.0
15799445,Central & Western,23.0,73.0
15839473,Central & Western,18.0,48.0
15846947,Central & Western,13.4,25.0
15849278,Central & Western,10.6,11.0
15877723,Central & Western,16.2,39.0
15878008,Central & Western,15.6,36.0
15895264,Central & Western,30.8,112.0
15903422,Central & Western,44.8,172.0
15904820,Central & Western,16.2,39.0
15906146,Central & Western,16.0,38.0
15977414,Central & Western,15.2,34.0
15980387,Central & Western,20.8,62.0
15992460,Central & Western,17.6,46.0
15992578,Central & Western,16.6,41.0
16004177,Central & Western,16.0,38.0
16004394,Central & Western,15.4,35.0
16004866,Central & Western,16.4,40.0
16005855,Central & Western,15.4,35.0
16019844,Central & Western,14.8,32.0
16034263,Central & Western,36.6,139.0
16034470,Central & Western,39.0,151.0
16044804,Central & Western,16.2,39.0
16045945,Central & Western,13.6,26.0
16047535,Central & Western,27.0,93.0
16056380,Central & Western,46.0,177.0
16074537,Central & Western,30.2,109.0
16093114,Central & Western,19.0,53.0
16100405,Central & Western,20.0,58.0
16106392,Central & Western,33.8,127.0
16115113,Central & Western,16.2,39.0
16127054,Central & Western,20.2,59.0
16127553,Central & Western,19.4,55.0
16138642,Central & Western,28.0,98.0
16148230,Central & Western,14.8,32.0
16148414,Central & Western,17.4,45.0
16153645,Central & Western,19.6,56.0
16163039,Central & Western,21.2,64.0
16163865,Central & Western,14.2,29.0
16165286,Central & Western,22.8,72.0
16166668,Central & Western,19.6,56.0
16167120,Central & Western,29.8,107.0
16170247,Central & Western,16.2,39.0
16172412,Central & Western,23.2,74.0
16172794,Central & Western,9.2,5.0
16193395,Central & Western,19.2,54.0
16219663,Central & Western,47.0,182.0
16221554,Central & Western,18.8,52.0
16223235,Central & Western,15.2,34.0
