ListingID,Neighbourhood,Walking time (mins),rank
23092581,Wan Chai,18.2,72.0
23101985,Wan Chai,21.8,90.0
23102477,Wan Chai,19.8,80.0
23105393,Wan Chai,36.2,129.0
23112899,Wan Chai,6.2,12.0
23113183,Wan Chai,12.6,44.0
23118028,Wan Chai,4.8,5.0
23118191,Wan Chai,15.2,57.0
23118981,Wan Chai,4.6,4.0
23131604,Wan Chai,19.8,80.0
23134082,Wan Chai,13.8,50.0
23138680,Wan Chai,15.4,58.0
23139295,Wan Chai,18.2,72.0
23155881,Wan Chai,5.2,7.0
23190798,Wan Chai,18.8,75.0
23195035,Wan Chai,24.6,104.0
23241026,Wan Chai,12.8,45.0
23278436,Wan Chai,14.4,53.0
23280366,Wan Chai,8.2,22.0
23314798,Wan Chai,9.8,30.0
23317769,Wan Chai,13.0,46.0
23317821,Wan Chai,10.8,35.0
23320158,Wan Chai,11.6,39.0
23320381,Wan Chai,20.2,82.0
23320907,Wan Chai,19.2,77.0
23321223,Wan Chai,11.6,39.0
23322171,Wan Chai,18.6,74.0
23344726,Wan Chai,15.8,60.0
23369603,Wan Chai,21.0,86.0
23386990,Wan Chai,10.8,35.0
23394209,Wan Chai,7.2,17.0
23420747,Wan Chai,12.6,44.0
23455665,Wan Chai,12.6,44.0
23458474,Wan Chai,13.2,47.0
23471052,Wan Chai,19.6,79.0
23497640,Wan Chai,18.2,72.0
23505369,Wan Chai,35.8,128.0
23510255,Wan Chai,5.0,6.0
23522538,Wan Chai,5.0,6.0
23534555,Wan Chai,4.8,5.0
23535773,Wan Chai,11.2,37.0
23536412,Wan Chai,7.0,16.0
23575809,Wan Chai,12.2,42.0
23576248,Wan Chai,20.6,84.0
23585831,Wan Chai,17.6,69.0
23593765,Wan Chai,18.2,72.0
23593971,Wan Chai,13.8,50.0
23615840,Wan Chai,5.0,6.0
23616032,Wan Chai,11.2,37.0
23616754,Wan Chai,9.6,29.0
23634865,Wan Chai,22.4,93.0
23636465,Wan Chai,6.0,11.0
23641569,Wan Chai,22.6,94.0
23643950,Wan Chai,22.4,93.0
23691717,Wan Chai,19.2,77.0
23721520,Wan Chai,4.4,3.0
23734435,Wan Chai,20.2,82.0
23736072,Wan Chai,4.8,5.0
23737305,Wan Chai,9.6,29.0
23794109,Wan Chai,15.6,59.0
23795735,Wan Chai,12.2,42.0
23813814,Wan Chai,18.2,72.0
23831583,Wan Chai,21.6,89.0
23863797,Wan Chai,18.2,72.0
23868968,Wan Chai,16.8,65.0
23869927,Wan Chai,5.0,6.0
23873497,Wan Chai,7.2,17.0
23883493,Wan Chai,19.8,80.0
23889286,Wan Chai,15.8,60.0
23895878,Wan Chai,6.4,13.0
23896122,Wan Chai,5.6,9.0
23903746,Wan Chai,9.2,27.0
23933485,Wan Chai,17.2,67.0
23951141,Wan Chai,19.0,76.0
23965810,Wan Chai,12.8,45.0
23968648,Wan Chai,14.8,55.0
23974820,Wan Chai,22.8,95.0
23989020,Wan Chai,18.2,72.0
23998296,Wan Chai,9.0,26.0
24022105,Wan Chai,5.6,9.0
24054753,Wan Chai,22.2,92.0
24066733,Wan Chai,4.4,3.0
24091019,Wan Chai,16.8,65.0
24131401,Wan Chai,6.6,14.0
24153876,Wan Chai,14.0,51.0
24159715,Wan Chai,18.6,74.0
24163223,Wan Chai,25.0,106.0
24210825,Wan Chai,9.6,29.0
24277822,Wan Chai,9.2,27.0
24289881,Wan Chai,17.8,70.0
24342804,Wan Chai,7.8,20.0
24408481,Wan Chai,12.8,45.0
24440320,Wan Chai,13.6,49.0
24461891,Wan Chai,19.0,76.0
24463900,Wan Chai,17.8,70.0
24465129,Wan Chai,4.8,5.0
24501260,Wan Chai,8.2,22.0
24501459,Wan Chai,20.0,81.0
24503584,Wan Chai,8.8,25.0
24523869,Wan Chai,10.8,35.0
24530280,Wan Chai,5.0,6.0
24533014,Wan Chai,21.8,90.0
24548760,Wan Chai,18.0,71.0
24587445,Wan Chai,7.2,17.0
24613043,Wan Chai,6.4,13.0
24614128,Wan Chai,6.0,11.0
24615811,Wan Chai,5.6,9.0
24617855,Wan Chai,5.4,8.0
24634008,Wan Chai,6.0,11.0
24636504,Wan Chai,6.8,15.0
24640011,Wan Chai,22.6,94.0
24701252,Wan Chai,8.2,22.0
24702388,Wan Chai,6.6,14.0
24705896,Wan Chai,4.6,4.0
24739354,Wan Chai,6.6,14.0
24748007,Wan Chai,5.0,6.0
24758415,Wan Chai,13.4,48.0
24813757,Wan Chai,14.2,52.0
24836943,Wan Chai,5.6,9.0
24846326,Wan Chai,6.0,11.0
24847275,Wan Chai,5.6,9.0
24847280,Wan Chai,19.2,77.0
24865448,Wan Chai,21.8,90.0
24889764,Wan Chai,12.8,45.0
24892931,Wan Chai,15.8,60.0
24901177,Wan Chai,4.8,5.0
24925697,Wan Chai,20.0,81.0
24927014,Wan Chai,15.6,59.0
24935517,Wan Chai,18.4,73.0
24946065,Wan Chai,20.8,85.0
24976033,Wan Chai,18.0,71.0
24976061,Wan Chai,15.4,58.0
24999038,Wan Chai,19.6,79.0
25017421,Wan Chai,9.2,27.0
25026354,Wan Chai,17.2,67.0
25027719,Wan Chai,5.0,6.0
25059085,Wan Chai,4.6,4.0
25059642,Wan Chai,20.2,82.0
25065190,Wan Chai,7.8,20.0
25073781,Wan Chai,6.0,11.0
25095415,Wan Chai,19.6,79.0
25118256,Wan Chai,6.2,12.0
25119190,Wan Chai,6.2,12.0
25159083,Wan Chai,4.4,3.0
25172607,Wan Chai,21.4,88.0
25196652,Wan Chai,17.8,70.0
25244992,Wan Chai,6.0,11.0
25283610,Wan Chai,9.6,29.0
25360105,Wan Chai,20.2,82.0
25397763,Wan Chai,6.0,11.0
25416062,Wan Chai,20.2,82.0
25481730,Wan Chai,21.2,87.0
25493718,Wan Chai,20.8,85.0
25507169,Wan Chai,17.2,67.0
25511156,Wan Chai,9.2,27.0
25519350,Wan Chai,5.4,8.0
25522809,Wan Chai,11.2,37.0
25523499,Wan Chai,19.2,77.0
25526698,Wan Chai,22.8,95.0
25556166,Wan Chai,26.2,112.0
25557630,Wan Chai,19.6,79.0
25609651,Wan Chai,4.8,5.0
25609700,Wan Chai,6.6,14.0
25610398,Wan Chai,4.4,3.0
25645964,Wan Chai,17.8,70.0
25650452,Wan Chai,7.6,19.0
25703179,Wan Chai,19.6,79.0
25715527,Wan Chai,18.8,75.0
25749204,Wan Chai,18.6,74.0
25750344,Wan Chai,14.4,53.0
25785119,Wan Chai,15.2,57.0
25790758,Wan Chai,5.0,6.0
25796321,Wan Chai,14.6,54.0
25798585,Wan Chai,6.2,12.0
25802455,Wan Chai,8.6,24.0
25814935,Wan Chai,14.2,52.0
25821398,Wan Chai,5.8,10.0
25849974,Wan Chai,17.2,67.0
25855519,Wan Chai,9.0,26.0
25864143,Wan Chai,13.2,47.0
25866859,Wan Chai,14.6,54.0
25949325,Wan Chai,20.8,85.0
25969971,Wan Chai,6.8,15.0
25986776,Wan Chai,10.2,32.0
25990003,Wan Chai,22.8,95.0
26024903,Wan Chai,19.8,80.0
26025403,Wan Chai,9.2,27.0
26039417,Wan Chai,12.4,43.0
26050009,Wan Chai,15.4,58.0
26065188,Wan Chai,16.2,62.0
26086268,Wan Chai,10.0,31.0
26088238,Wan Chai,18.4,73.0
26148934,Wan Chai,16.8,65.0
26153372,Wan Chai,5.4,8.0
26196050,Wan Chai,6.4,13.0
26204778,Wan Chai,28.6,122.0
26211780,Wan Chai,19.0,76.0
26212057,Wan Chai,17.2,67.0
26235082,Wan Chai,4.8,5.0
26239076,Wan Chai,5.4,8.0
26239730,Wan Chai,5.6,9.0
26262461,Wan Chai,18.2,72.0
26263227,Wan Chai,5.2,7.0
26320234,Wan Chai,21.8,90.0
26343136,Wan Chai,5.0,6.0
26345484,Wan Chai,4.8,5.0
26399544,Wan Chai,22.6,94.0
26402729,Wan Chai,14.8,55.0
26404116,Wan Chai,19.6,79.0
26434762,Wan Chai,5.0,6.0
26474698,Wan Chai,14.6,54.0
26509604,Wan Chai,15.6,59.0
26540072,Wan Chai,20.2,82.0
26548465,Wan Chai,14.6,54.0
26575930,Wan Chai,10.0,31.0
26595871,Wan Chai,18.6,74.0
26612085,Wan Chai,5.4,8.0
26664446,Wan Chai,8.4,23.0
26664910,Wan Chai,7.8,20.0
26665063,Wan Chai,17.2,67.0
26675734,Wan Chai,14.0,51.0
26756787,Wan Chai,23.8,100.0
26881443,Wan Chai,5.4,8.0
26898927,Wan Chai,14.8,55.0
26927672,Wan Chai,12.6,44.0
26937494,Wan Chai,19.8,80.0
26940736,Wan Chai,21.8,90.0
26958416,Wan Chai,20.2,82.0
26983500,Wan Chai,7.2,17.0
27124081,Wan Chai,10.8,35.0
27173304,Wan Chai,9.0,26.0
27173904,Wan Chai,6.2,12.0
27178788,Wan Chai,18.0,71.0
27244962,Wan Chai,7.4,18.0
27246664,Wan Chai,5.0,6.0
27251720,Wan Chai,12.4,43.0
27303886,Wan Chai,14.8,55.0
27439278,Wan Chai,14.8,55.0
27440173,Wan Chai,4.8,5.0
27467316,Wan Chai,4.6,4.0
27469028,Wan Chai,9.4,28.0
27476445,Wan Chai,11.2,37.0
27484449,Wan Chai,18.2,72.0
27504616,Wan Chai,10.2,32.0
27553674,Wan Chai,4.8,5.0
27588578,Wan Chai,17.4,68.0
27617742,Wan Chai,5.0,6.0
27626418,Wan Chai,8.6,24.0
27639652,Wan Chai,5.8,10.0
27652077,Wan Chai,11.4,38.0
27652163,Wan Chai,12.8,45.0
27652905,Wan Chai,11.6,39.0
27653674,Wan Chai,11.0,36.0
27653958,Wan Chai,13.0,46.0
27654044,Wan Chai,12.8,45.0
27654517,Wan Chai,10.6,34.0
27654520,Wan Chai,11.4,38.0
27654536,Wan Chai,13.6,49.0
27654597,Wan Chai,11.8,40.0
27657823,Wan Chai,12.0,41.0
27673823,Wan Chai,13.2,47.0
27682573,Wan Chai,11.6,39.0
27683324,Wan Chai,11.6,39.0
27683641,Wan Chai,4.4,3.0
27711265,Wan Chai,22.4,93.0
27718543,Wan Chai,8.0,21.0
27719896,Wan Chai,9.2,27.0
27721658,Wan Chai,20.2,82.0
27761396,Wan Chai,7.8,20.0
27813408,Wan Chai,5.8,10.0
27820994,Wan Chai,6.2,12.0
27841927,Wan Chai,5.4,8.0
27864250,Wan Chai,4.8,5.0
27864530,Wan Chai,21.4,88.0
27868516,Wan Chai,4.8,5.0
27878901,Wan Chai,4.8,5.0
27915353,Wan Chai,6.2,12.0
27923000,Wan Chai,13.8,50.0
27925446,Wan Chai,28.8,123.0
27966622,Wan Chai,15.2,57.0
27968643,Wan Chai,5.8,10.0
27976601,Wan Chai,9.0,26.0
28020611,Wan Chai,8.4,23.0
28042682,Wan Chai,21.6,89.0
28093504,Wan Chai,9.2,27.0
28095319,Wan Chai,12.6,44.0
28095863,Wan Chai,8.8,25.0
28096250,Wan Chai,10.4,33.0
28109241,Wan Chai,11.6,39.0
28122557,Wan Chai,7.8,20.0
28190622,Wan Chai,4.6,4.0
28261576,Wan Chai,5.0,6.0
28271354,Wan Chai,5.0,6.0
28289228,Wan Chai,6.0,11.0
28303237,Wan Chai,19.8,80.0
28306297,Wan Chai,6.4,13.0
28306795,Wan Chai,6.0,11.0
28307219,Wan Chai,6.2,12.0
28318197,Wan Chai,6.6,14.0
28318403,Wan Chai,8.0,21.0
28336539,Wan Chai,5.4,8.0
28344847,Wan Chai,4.6,4.0
28348939,Wan Chai,4.4,3.0
28376574,Wan Chai,23.8,100.0
28424234,Wan Chai,17.6,69.0
28427920,Wan Chai,17.0,66.0
28430357,Wan Chai,11.8,40.0
28474777,Wan Chai,6.2,12.0
28506850,Wan Chai,9.0,26.0
28515376,Wan Chai,19.8,80.0
28526041,Wan Chai,6.4,13.0
28556651,Wan Chai,18.2,72.0
28570571,Wan Chai,24.4,103.0
28570854,Wan Chai,4.6,4.0
28570861,Wan Chai,5.4,8.0
28573471,Wan Chai,21.0,86.0
28592054,Wan Chai,8.2,22.0
28599815,Wan Chai,13.4,48.0
28642638,Wan Chai,18.2,72.0
28703025,Wan Chai,9.2,27.0
28725234,Wan Chai,10.4,33.0
28727088,Wan Chai,8.4,23.0
28742640,Wan Chai,7.2,17.0
28744071,Wan Chai,4.8,5.0
28752566,Wan Chai,22.2,92.0
28794677,Wan Chai,13.2,47.0
28797708,Wan Chai,15.2,57.0
28817428,Wan Chai,5.4,8.0
28825031,Wan Chai,8.2,22.0
28826120,Wan Chai,9.6,29.0
28831047,Wan Chai,6.8,15.0
28843766,Wan Chai,5.6,9.0
28847626,Wan Chai,11.6,39.0
28847627,Wan Chai,11.6,39.0
28874189,Wan Chai,14.0,51.0
28905740,Wan Chai,6.8,15.0
28920828,Wan Chai,6.2,12.0
28993462,Wan Chai,18.4,73.0
28993950,Wan Chai,13.8,50.0
28999082,Wan Chai,8.0,21.0
29051553,Wan Chai,17.6,69.0
29068100,Wan Chai,12.8,45.0
29084203,Wan Chai,7.4,18.0
29108782,Wan Chai,13.6,49.0
29149010,Wan Chai,19.2,77.0
29163045,Wan Chai,6.8,15.0
29165133,Wan Chai,7.6,19.0
29172258,Wan Chai,4.8,5.0
29189357,Wan Chai,6.8,15.0
29204497,Wan Chai,6.8,15.0
29273146,Wan Chai,15.8,60.0
29315595,Wan Chai,8.4,23.0
29315717,Wan Chai,17.2,67.0
29317797,Wan Chai,7.2,17.0
29333592,Wan Chai,15.8,60.0
29348721,Wan Chai,9.0,26.0
29349463,Wan Chai,21.2,87.0
29400324,Wan Chai,15.8,60.0
29423988,Wan Chai,8.8,25.0
29464997,Wan Chai,6.8,15.0
29465003,Wan Chai,14.0,51.0
29478856,Wan Chai,19.2,77.0
29530898,Wan Chai,16.6,64.0
29550248,Wan Chai,13.8,50.0
29558830,Wan Chai,17.4,68.0
29559208,Wan Chai,14.2,52.0
29601467,Wan Chai,12.4,43.0
29604628,Wan Chai,6.2,12.0
29612939,Wan Chai,23.8,100.0
29614879,Wan Chai,5.6,9.0
29615014,Wan Chai,5.4,8.0
29622247,Wan Chai,9.8,30.0
29633367,Wan Chai,13.2,47.0
29635159,Wan Chai,11.0,36.0
29637425,Wan Chai,19.6,79.0
29650242,Wan Chai,13.6,49.0
29662239,Wan Chai,16.2,62.0
29670962,Wan Chai,18.2,72.0
29672026,Wan Chai,15.2,57.0
29688737,Wan Chai,6.6,14.0
29689029,Wan Chai,12.6,44.0
29703127,Wan Chai,22.6,94.0
29710752,Wan Chai,7.2,17.0
29719715,Wan Chai,6.6,14.0
29721089,Wan Chai,9.2,27.0
29742267,Wan Chai,8.6,24.0
29788548,Wan Chai,11.0,36.0
29790166,Wan Chai,17.2,67.0
29792423,Wan Chai,10.8,35.0
29848536,Wan Chai,22.0,91.0
29883835,Wan Chai,10.0,31.0
29890300,Wan Chai,14.6,54.0
29932191,Wan Chai,5.8,10.0
29945461,Wan Chai,28.0,119.0
29952115,Wan Chai,20.6,84.0
29966722,Wan Chai,8.0,21.0
29967083,Wan Chai,6.2,12.0
29967300,Wan Chai,8.0,21.0
29968887,Wan Chai,7.4,18.0
29979034,Wan Chai,5.6,9.0
29995960,Wan Chai,21.6,89.0
29999688,Wan Chai,4.8,5.0
30002028,Wan Chai,4.8,5.0
30010124,Wan Chai,16.6,64.0
30020408,Wan Chai,25.8,110.0
30027917,Wan Chai,4.2,2.0
30028543,Wan Chai,13.0,46.0
30037374,Wan Chai,17.2,67.0
30045039,Wan Chai,9.8,30.0
30056007,Wan Chai,8.4,23.0
30057569,Wan Chai,7.6,19.0
30071631,Wan Chai,5.0,6.0
30074853,Wan Chai,10.2,32.0
30075672,Wan Chai,11.6,39.0
30075845,Wan Chai,12.4,43.0
30076017,Wan Chai,12.6,44.0
30077286,Wan Chai,8.4,23.0
30094441,Wan Chai,17.6,69.0
30095499,Wan Chai,11.6,39.0
30095791,Wan Chai,9.2,27.0
30115301,Wan Chai,7.4,18.0
30117197,Wan Chai,12.6,44.0
30117977,Wan Chai,27.6,117.0
30137483,Wan Chai,15.2,57.0
30137684,Wan Chai,15.6,59.0
30140015,Wan Chai,22.2,92.0
30141070,Wan Chai,12.6,44.0
30170345,Wan Chai,23.8,100.0
30184928,Wan Chai,17.8,70.0
30196578,Wan Chai,12.4,43.0
30197076,Wan Chai,12.8,45.0
30197407,Wan Chai,13.2,47.0
30197925,Wan Chai,12.8,45.0
30198341,Wan Chai,11.2,37.0
30198908,Wan Chai,12.6,44.0
30199208,Wan Chai,12.2,42.0
30199350,Wan Chai,12.2,42.0
30199506,Wan Chai,11.8,40.0
30199787,Wan Chai,13.0,46.0
30199928,Wan Chai,11.4,38.0
30200114,Wan Chai,12.8,45.0
30200343,Wan Chai,12.2,42.0
30200513,Wan Chai,11.2,37.0
30200667,Wan Chai,12.6,44.0
30200809,Wan Chai,13.2,47.0
30212095,Wan Chai,15.6,59.0
30226008,Wan Chai,5.4,8.0
30235649,Wan Chai,7.8,20.0
30236485,Wan Chai,9.0,26.0
30237519,Wan Chai,9.8,30.0
30238722,Wan Chai,5.4,8.0
30258594,Wan Chai,8.6,24.0
30258857,Wan Chai,9.6,29.0
30259818,Wan Chai,5.0,6.0
30276327,Wan Chai,4.4,3.0
30276904,Wan Chai,18.8,75.0
30301077,Wan Chai,7.4,18.0
30304284,Wan Chai,22.4,93.0
30306524,Wan Chai,19.0,76.0
30308424,Wan Chai,25.2,107.0
30324662,Wan Chai,22.4,93.0
30328855,Wan Chai,4.6,4.0
30359560,Wan Chai,13.6,49.0
30368243,Wan Chai,4.4,3.0
30389357,Wan Chai,16.6,64.0
30429154,Wan Chai,6.4,13.0
30429287,Wan Chai,6.2,12.0
30429362,Wan Chai,5.8,10.0
30433974,Wan Chai,14.4,53.0
30447855,Wan Chai,14.2,52.0
30448772,Wan Chai,16.2,62.0
30454075,Wan Chai,9.4,28.0
30484205,Wan Chai,20.6,84.0
30494727,Wan Chai,14.0,51.0
30506342,Wan Chai,8.8,25.0
30516488,Wan Chai,12.4,43.0
30569364,Wan Chai,10.2,32.0
30569784,Wan Chai,13.6,49.0
30573576,Wan Chai,6.2,12.0
30595207,Wan Chai,5.4,8.0
30595450,Wan Chai,18.2,72.0
30611463,Wan Chai,4.8,5.0
30642099,Wan Chai,8.4,23.0
30650823,Wan Chai,7.0,16.0
30659993,Wan Chai,4.6,4.0
30679005,Wan Chai,5.4,8.0
30679360,Wan Chai,10.8,35.0
30679692,Wan Chai,5.2,7.0
30680243,Wan Chai,14.4,53.0
30681720,Wan Chai,12.8,45.0
30683557,Wan Chai,14.6,54.0
30688647,Wan Chai,5.2,7.0
30702179,Wan Chai,4.6,4.0
30724556,Wan Chai,19.4,78.0
30734414,Wan Chai,4.6,4.0
30744653,Wan Chai,15.0,56.0
30757000,Wan Chai,23.6,99.0
30764217,Wan Chai,17.6,69.0
30772448,Wan Chai,11.4,38.0
30778101,Wan Chai,6.6,14.0
30778670,Wan Chai,11.4,38.0
30780785,Wan Chai,22.4,93.0
30781733,Wan Chai,15.8,60.0
30781963,Wan Chai,20.6,84.0
30782419,Wan Chai,19.8,80.0
30782597,Wan Chai,19.8,80.0
30802004,Wan Chai,17.6,69.0
30810889,Wan Chai,13.0,46.0
30833802,Wan Chai,6.0,11.0
30870726,Wan Chai,23.8,100.0
30893056,Wan Chai,19.8,80.0
30899492,Wan Chai,24.4,103.0
30912243,Wan Chai,24.4,103.0
30943450,Wan Chai,16.2,62.0
30949185,Wan Chai,18.8,75.0
30973338,Wan Chai,7.2,17.0
31005662,Wan Chai,18.6,74.0
31033771,Wan Chai,10.6,34.0
31034384,Wan Chai,10.8,35.0
31034997,Wan Chai,9.0,26.0
31058535,Wan Chai,13.8,50.0
31104158,Wan Chai,19.6,79.0
31106681,Wan Chai,5.0,6.0
31110464,Wan Chai,6.8,15.0
31110608,Wan Chai,6.8,15.0
31113413,Wan Chai,4.4,3.0
31152381,Wan Chai,6.8,15.0
31152640,Wan Chai,6.2,12.0
31153485,Wan Chai,9.6,29.0
31157412,Wan Chai,6.6,14.0
31157747,Wan Chai,7.8,20.0
31158533,Wan Chai,22.6,94.0
31175688,Wan Chai,5.4,8.0
31178524,Wan Chai,18.4,73.0
31180370,Wan Chai,5.0,6.0
31182332,Wan Chai,7.2,17.0
31182859,Wan Chai,6.2,12.0
31184386,Wan Chai,9.2,27.0
31198573,Wan Chai,5.0,6.0
31198717,Wan Chai,6.4,13.0
31213645,Wan Chai,18.4,73.0
31214519,Wan Chai,7.2,17.0
31218150,Wan Chai,6.4,13.0
31228045,Wan Chai,5.0,6.0
31228357,Wan Chai,4.4,3.0
31272291,Wan Chai,22.2,92.0
31279195,Wan Chai,6.4,13.0
31302387,Wan Chai,23.2,97.0
31317889,Wan Chai,22.0,91.0
31320148,Wan Chai,23.8,100.0
31322034,Wan Chai,11.8,40.0
31323820,Wan Chai,21.8,90.0
31326707,Wan Chai,9.6,29.0
31340662,Wan Chai,8.0,21.0
31340866,Wan Chai,12.8,45.0
31343008,Wan Chai,5.6,9.0
31345008,Wan Chai,14.8,55.0
31346966,Wan Chai,5.0,6.0
31363550,Wan Chai,8.2,22.0
31364290,Wan Chai,13.2,47.0
31368347,Wan Chai,4.6,4.0
31377333,Wan Chai,17.0,66.0
31391512,Wan Chai,8.0,21.0
31392011,Wan Chai,7.6,19.0
31398830,Wan Chai,19.8,80.0
31423517,Wan Chai,6.4,13.0
31436186,Wan Chai,19.6,79.0
31451637,Wan Chai,4.4,3.0
31457523,Wan Chai,14.4,53.0
31462324,Wan Chai,20.2,82.0
31471102,Wan Chai,20.8,85.0
31475541,Wan Chai,9.0,26.0
31506774,Wan Chai,16.6,64.0
31519168,Wan Chai,20.0,81.0
31521132,Wan Chai,24.2,102.0
31523482,Wan Chai,12.0,41.0
31524201,Wan Chai,19.0,76.0
31579292,Wan Chai,21.6,89.0
31582088,Wan Chai,5.6,9.0
31582534,Wan Chai,18.2,72.0
31593695,Wan Chai,22.6,94.0
31616326,Wan Chai,6.0,11.0
31616644,Wan Chai,7.0,16.0
31629302,Wan Chai,9.2,27.0
31643703,Wan Chai,6.2,12.0
31654586,Wan Chai,24.4,103.0
31662448,Wan Chai,9.2,27.0
31681380,Wan Chai,4.8,5.0
31683399,Wan Chai,4.6,4.0
31717792,Wan Chai,19.8,80.0
31720228,Wan Chai,5.4,8.0
31724320,Wan Chai,6.2,12.0
31726861,Wan Chai,5.2,7.0
31795390,Wan Chai,18.2,72.0
31806673,Wan Chai,6.6,14.0
31807209,Wan Chai,10.6,34.0
31810960,Wan Chai,13.4,48.0
31810971,Wan Chai,15.0,56.0
31822614,Wan Chai,18.2,72.0
31824750,Wan Chai,10.8,35.0
31840261,Wan Chai,4.2,2.0
31842994,Wan Chai,16.6,64.0
31845719,Wan Chai,7.4,18.0
31845889,Wan Chai,9.6,29.0
31846617,Wan Chai,17.8,70.0
31847857,Wan Chai,5.6,9.0
31854464,Wan Chai,13.8,50.0
31854535,Wan Chai,11.2,37.0
31865250,Wan Chai,18.8,75.0
31868403,Wan Chai,6.8,15.0
31871375,Wan Chai,5.4,8.0
31871912,Wan Chai,6.2,12.0
31873630,Wan Chai,7.0,16.0
31908540,Wan Chai,15.8,60.0
31912014,Wan Chai,25.2,107.0
31960540,Wan Chai,18.2,72.0
31963730,Wan Chai,5.2,7.0
31965891,Wan Chai,15.2,57.0
31966710,Wan Chai,8.8,25.0
31966862,Wan Chai,10.0,31.0
31967044,Wan Chai,10.6,34.0
31967305,Wan Chai,6.4,13.0
31974118,Wan Chai,16.0,61.0
31975810,Wan Chai,16.2,62.0
31976994,Wan Chai,14.2,52.0
31980216,Wan Chai,21.6,89.0
32003080,Wan Chai,5.0,6.0
32003140,Wan Chai,5.2,7.0
32003403,Wan Chai,10.2,32.0
32024527,Wan Chai,19.6,79.0
32063578,Wan Chai,19.6,79.0
32092426,Wan Chai,6.8,15.0
32092827,Wan Chai,8.2,22.0
32098448,Wan Chai,17.2,67.0
32099571,Wan Chai,13.8,50.0
32100059,Wan Chai,6.2,12.0
32114682,Wan Chai,23.0,96.0
32116512,Wan Chai,5.4,8.0
32177736,Wan Chai,9.2,27.0
32199570,Wan Chai,6.0,11.0
32202995,Wan Chai,6.6,14.0
32204369,Wan Chai,7.6,19.0
32246877,Wan Chai,5.4,8.0
32247125,Wan Chai,5.8,10.0
32281660,Wan Chai,5.8,10.0
32295849,Wan Chai,6.8,15.0
32296911,Wan Chai,6.2,12.0
32322696,Wan Chai,17.8,70.0
32325219,Wan Chai,10.8,35.0
32343800,Wan Chai,19.8,80.0
32366239,Wan Chai,5.2,7.0
32370415,Wan Chai,12.0,41.0
32387873,Wan Chai,6.4,13.0
32390124,Wan Chai,8.6,24.0
32391339,Wan Chai,9.6,29.0
32397962,Wan Chai,10.0,31.0
32431812,Wan Chai,6.8,15.0
32447033,Wan Chai,14.2,52.0
32506738,Wan Chai,6.8,15.0
32538620,Wan Chai,10.8,35.0
32540301,Wan Chai,9.6,29.0
32542948,Wan Chai,14.4,53.0
32543272,Wan Chai,15.2,57.0
32543317,Wan Chai,18.4,73.0
32543439,Wan Chai,18.8,75.0
32587429,Wan Chai,5.0,6.0
32587520,Wan Chai,19.8,80.0
32598426,Wan Chai,6.2,12.0
32598839,Wan Chai,7.0,16.0
32617365,Wan Chai,10.2,32.0
32618274,Wan Chai,6.2,12.0
32620161,Wan Chai,18.2,72.0
32648892,Wan Chai,8.4,23.0
32677863,Wan Chai,16.6,64.0
32678923,Wan Chai,7.2,17.0
32679168,Wan Chai,5.2,7.0
32698307,Wan Chai,4.6,4.0
32704035,Wan Chai,15.0,56.0
32704363,Wan Chai,19.6,79.0
32706852,Wan Chai,4.8,5.0
32707482,Wan Chai,5.4,8.0
32713565,Wan Chai,5.0,6.0
32765032,Wan Chai,13.8,50.0
32794640,Wan Chai,6.6,14.0
32797942,Wan Chai,10.8,35.0
32803829,Wan Chai,14.2,52.0
32806052,Wan Chai,8.6,24.0
32823541,Wan Chai,6.8,15.0
32823711,Wan Chai,6.6,14.0
32825706,Wan Chai,21.0,86.0
32860465,Wan Chai,5.2,7.0
32889079,Wan Chai,5.2,7.0
32907952,Wan Chai,8.2,22.0
32909741,Wan Chai,23.8,100.0
32925961,Wan Chai,14.2,52.0
32929356,Wan Chai,5.2,7.0
32934254,Wan Chai,6.8,15.0
32935410,Wan Chai,13.0,46.0
32945635,Wan Chai,8.2,22.0
32945658,Wan Chai,6.8,15.0
32946332,Wan Chai,7.8,20.0
32967169,Wan Chai,9.8,30.0
32967781,Wan Chai,22.4,93.0
32969084,Wan Chai,9.8,30.0
32970198,Wan Chai,6.8,15.0
32971514,Wan Chai,6.2,12.0
33005317,Wan Chai,25.0,106.0
33006041,Wan Chai,6.4,13.0
33031171,Wan Chai,13.2,47.0
33059359,Wan Chai,7.2,17.0
33064157,Wan Chai,7.0,16.0
33065077,Wan Chai,7.0,16.0
33076038,Wan Chai,8.6,24.0
33076185,Wan Chai,7.4,18.0
33076277,Wan Chai,6.6,14.0
33076451,Wan Chai,6.6,14.0
33076561,Wan Chai,8.8,25.0
33076618,Wan Chai,7.2,17.0
33076714,Wan Chai,8.8,25.0
33076817,Wan Chai,7.4,18.0
33076887,Wan Chai,6.4,13.0
33077032,Wan Chai,8.6,24.0
33077134,Wan Chai,6.2,12.0
33077171,Wan Chai,9.6,29.0
33077228,Wan Chai,6.6,14.0
33077329,Wan Chai,8.6,24.0
33077397,Wan Chai,8.4,23.0
33077757,Wan Chai,7.4,18.0
33077852,Wan Chai,7.6,19.0
33078877,Wan Chai,4.6,4.0
33080882,Wan Chai,8.6,24.0
33081232,Wan Chai,8.2,22.0
33081317,Wan Chai,8.2,22.0
33082910,Wan Chai,5.0,6.0
33084015,Wan Chai,19.8,80.0
